oa11cd,all,w,p_w,w_b,p_w_b,w_i,p_w_i,w_g,p_w_g,w_o,p_w_o,m,p_m,m_wbc,p_m_wbc,m_wba,p_m_wba,m_w_a,p_m_w_a,m_o,p_m_o,a,p_a,a_i,p_a_i,a_p,p_a_p,a_b,p_a_b,a_c,p_a_c,a_o,p_a_o,b,p_b,b_a,p_b_a,b_c,p_b_c,b_o,p_b_o,o,p_o,o_a,p_o_a,o_o,p_o_o
E00068873,352,264,75,229,65.1,4,1.1,0,0,31,8.8,16,4.5,5,1.4,2,0.6,7,2,2,0.6,47,13.4,20,5.7,4,1.1,0,0,19,5.4,4,1.1,15,4.3,9,2.6,6,1.7,0,0,10,2.8,1,0.3,9,2.6
E00068874,332,281,84.6,253,76.2,1,0.3,1,0.3,26,7.8,14,4.2,3,0.9,2,0.6,3,0.9,6,1.8,27,8.1,10,3,1,0.3,1,0.3,8,2.4,7,2.1,4,1.2,2,0.6,2,0.6,0,0,6,1.8,4,1.2,2,0.6
E00068875,350,283,80.9,261,74.6,1,0.3,0,0,21,6,16,4.6,5,1.4,1,0.3,7,2,3,0.9,34,9.7,18,5.1,1,0.3,0,0,10,2.9,5,1.4,16,4.6,11,3.1,4,1.1,1,0.3,1,0.3,0,0,1,0.3
E00068876,255,217,85.1,187,73.3,6,2.4,0,0,24,9.4,8,3.1,1,0.4,1,0.4,6,2.4,0,0,24,9.4,10,3.9,3,1.2,0,0,7,2.7,4,1.6,6,2.4,2,0.8,4,1.6,0,0,0,0,0,0,0,0
E00068877,277,250,90.3,207,74.7,8,2.9,0,0,35,12.6,9,3.2,6,2.2,1,0.4,2,0.7,0,0,13,4.7,4,1.4,2,0.7,0,0,6,2.2,1,0.4,3,1.1,2,0.7,1,0.4,0,0,2,0.7,2,0.7,0,0
E00068878,313,224,71.6,195,62.3,5,1.6,1,0.3,23,7.3,8,2.6,1,0.3,0,0,1,0.3,6,1.9,58,18.5,12,3.8,11,3.5,4,1.3,22,7,9,2.9,7,2.2,5,1.6,1,0.3,1,0.3,16,5.1,14,4.5,2,0.6
E00068879,351,280,79.8,247,70.4,8,2.3,0,0,25,7.1,10,2.8,2,0.6,0,0,4,1.1,4,1.1,50,14.2,22,6.3,11,3.1,0,0,12,3.4,5,1.4,5,1.4,4,1.1,1,0.3,0,0,6,1.7,5,1.4,1,0.3
E00068880,292,240,82.2,214,73.3,4,1.4,0,0,22,7.5,8,2.7,3,1,2,0.7,3,1,0,0,31,10.6,13,4.5,2,0.7,2,0.7,11,3.8,3,1,13,4.5,8,2.7,4,1.4,1,0.3,0,0,0,0,0,0
E00068881,299,257,86,224,74.9,4,1.3,0,0,29,9.7,8,2.7,1,0.3,0,0,7,2.3,0,0,28,9.4,5,1.7,2,0.7,1,0.3,14,4.7,6,2,3,1,0,0,3,1,0,0,3,1,0,0,3,1
E00068882,285,236,82.8,209,73.3,10,3.5,0,0,17,6,12,4.2,1,0.4,1,0.4,7,2.5,3,1.1,31,10.9,11,3.9,0,0,0,0,12,4.2,8,2.8,3,1.1,3,1.1,0,0,0,0,3,1.1,0,0,3,1.1
E00068883,287,201,70,165,57.5,2,0.7,0,0,34,11.8,13,4.5,1,0.3,0,0,3,1,9,3.1,65,22.6,35,12.2,0,0,2,0.7,20,7,8,2.8,4,1.4,2,0.7,1,0.3,1,0.3,4,1.4,0,0,4,1.4
E00068884,332,163,49.1,137,41.3,6,1.8,0,0,20,6,19,5.7,8,2.4,1,0.3,9,2.7,1,0.3,94,28.3,10,3,15,4.5,0,0,54,16.3,15,4.5,38,11.4,30,9,5,1.5,3,0.9,18,5.4,10,3,8,2.4
E00068885,385,232,60.3,210,54.5,0,0,0,0,22,5.7,17,4.4,12,3.1,1,0.3,2,0.5,2,0.5,100,26,31,8.1,12,3.1,0,0,20,5.2,37,9.6,27,7,10,2.6,16,4.2,1,0.3,9,2.3,7,1.8,2,0.5
E00068886,505,276,54.7,246,48.7,6,1.2,1,0.2,23,4.6,14,2.8,8,1.6,0,0,4,0.8,2,0.4,103,20.4,66,13.1,2,0.4,3,0.6,14,2.8,18,3.6,89,17.6,58,11.5,18,3.6,13,2.6,23,4.6,11,2.2,12,2.4
E00068888,414,92,22.2,54,13,4,1,0,0,34,8.2,12,2.9,1,0.2,3,0.7,3,0.7,5,1.2,229,55.3,63,15.2,10,2.4,0,0,80,19.3,76,18.4,35,8.5,25,6,7,1.7,3,0.7,46,11.1,31,7.5,15,3.6
E00068889,281,133,47.3,97,34.5,3,1.1,0,0,33,11.7,8,2.8,2,0.7,2,0.7,3,1.1,1,0.4,102,36.3,25,8.9,9,3.2,6,2.1,7,2.5,55,19.6,28,10,16,5.7,3,1.1,9,3.2,10,3.6,8,2.8,2,0.7
E00068890,490,263,53.7,225,45.9,9,1.8,0,0,29,5.9,21,4.3,5,1,2,0.4,6,1.2,8,1.6,182,37.1,26,5.3,8,1.6,3,0.6,126,25.7,19,3.9,23,4.7,14,2.9,7,1.4,2,0.4,1,0.2,1,0.2,0,0
E00068891,269,205,76.2,195,72.5,3,1.1,1,0.4,6,2.2,12,4.5,5,1.9,0,0,0,0,7,2.6,32,11.9,9,3.3,1,0.4,0,0,14,5.2,8,3,0,0,0,0,0,0,0,0,20,7.4,12,4.5,8,3
E00068892,297,256,86.2,235,79.1,6,2,0,0,15,5.1,4,1.3,1,0.3,1,0.3,0,0,2,0.7,26,8.8,13,4.4,7,2.4,1,0.3,2,0.7,3,1,5,1.7,1,0.3,4,1.3,0,0,6,2,1,0.3,5,1.7
E00068893,289,229,79.2,202,69.9,6,2.1,0,0,21,7.3,9,3.1,1,0.3,2,0.7,3,1,3,1,43,14.9,20,6.9,5,1.7,0,0,11,3.8,7,2.4,7,2.4,3,1,3,1,1,0.3,1,0.3,0,0,1,0.3
E00068894,300,214,71.3,190,63.3,1,0.3,0,0,23,7.7,4,1.3,3,1,0,0,0,0,1,0.3,64,21.3,41,13.7,2,0.7,0,0,13,4.3,8,2.7,9,3,5,1.7,4,1.3,0,0,9,3,2,0.7,7,2.3
E00068895,257,213,82.9,191,74.3,2,0.8,0,0,20,7.8,18,7,2,0.8,2,0.8,2,0.8,12,4.7,19,7.4,6,2.3,4,1.6,0,0,3,1.2,6,2.3,7,2.7,3,1.2,4,1.6,0,0,0,0,0,0,0,0
E00068896,286,232,81.1,215,75.2,2,0.7,0,0,15,5.2,12,4.2,4,1.4,0,0,6,2.1,2,0.7,39,13.6,14,4.9,7,2.4,0,0,6,2.1,12,4.2,3,1,2,0.7,1,0.3,0,0,0,0,0,0,0,0
E00068897,308,264,85.7,236,76.6,8,2.6,0,0,20,6.5,5,1.6,1,0.3,0,0,1,0.3,3,1,28,9.1,11,3.6,1,0.3,0,0,14,4.5,2,0.6,2,0.6,2,0.6,0,0,0,0,9,2.9,2,0.6,7,2.3
E00068898,362,284,78.5,253,69.9,8,2.2,0,0,23,6.4,15,4.1,4,1.1,1,0.3,6,1.7,4,1.1,53,14.6,24,6.6,0,0,3,0.8,21,5.8,5,1.4,7,1.9,6,1.7,1,0.3,0,0,3,0.8,2,0.6,1,0.3
E00068899,298,157,52.7,144,48.3,2,0.7,0,0,11,3.7,11,3.7,4,1.3,1,0.3,3,1,3,1,106,35.6,61,20.5,13,4.4,0,0,15,5,17,5.7,12,4,6,2,5,1.7,1,0.3,12,4,0,0,12,4
E00068903,293,148,50.5,126,43,6,2,0,0,16,5.5,10,3.4,6,2,1,0.3,3,1,0,0,57,19.5,25,8.5,2,0.7,0,0,14,4.8,16,5.5,49,16.7,36,12.3,12,4.1,1,0.3,29,9.9,8,2.7,21,7.2
E00068904,433,209,48.3,157,36.3,0,0,0,0,52,12,10,2.3,4,0.9,1,0.2,4,0.9,1,0.2,144,33.3,62,14.3,17,3.9,22,5.1,26,6,17,3.9,54,12.5,40,9.2,11,2.5,3,0.7,16,3.7,6,1.4,10,2.3
E00068905,391,257,65.7,221,56.5,1,0.3,0,0,35,9,30,7.7,9,2.3,1,0.3,14,3.6,6,1.5,78,19.9,27,6.9,4,1,0,0,34,8.7,13,3.3,14,3.6,9,2.3,5,1.3,0,0,12,3.1,9,2.3,3,0.8
E00068909,295,150,50.8,120,40.7,2,0.7,0,0,28,9.5,20,6.8,6,2,1,0.3,8,2.7,5,1.7,86,29.2,20,6.8,10,3.4,0,0,36,12.2,20,6.8,25,8.5,14,4.7,8,2.7,3,1,14,4.7,8,2.7,6,2
E00068910,289,150,51.9,122,42.2,6,2.1,0,0,22,7.6,11,3.8,0,0,4,1.4,2,0.7,5,1.7,43,14.9,15,5.2,5,1.7,3,1,0,0,20,6.9,69,23.9,50,17.3,16,5.5,3,1,16,5.5,7,2.4,9,3.1
E00068911,315,193,61.3,177,56.2,1,0.3,1,0.3,14,4.4,15,4.8,2,0.6,2,0.6,1,0.3,10,3.2,56,17.8,31,9.8,7,2.2,2,0.6,7,2.2,9,2.9,46,14.6,26,8.3,16,5.1,4,1.3,5,1.6,3,1,2,0.6
E00068912,339,183,54,159,46.9,5,1.5,0,0,19,5.6,22,6.5,17,5,0,0,4,1.2,1,0.3,83,24.5,30,8.8,17,5,0,0,21,6.2,15,4.4,44,13,30,8.8,9,2.7,5,1.5,7,2.1,2,0.6,5,1.5
E00068914,313,90,28.8,83,26.5,2,0.6,0,0,5,1.6,23,7.3,10,3.2,4,1.3,6,1.9,3,1,133,42.5,91,29.1,8,2.6,0,0,0,0,34,10.9,37,11.8,18,5.8,15,4.8,4,1.3,30,9.6,6,1.9,24,7.7
E00068915,320,125,39.1,120,37.5,2,0.6,3,0.9,0,0,6,1.9,3,0.9,0,0,2,0.6,1,0.3,125,39.1,49,15.3,22,6.9,11,3.4,1,0.3,42,13.1,40,12.5,24,7.5,14,4.4,2,0.6,24,7.5,3,0.9,21,6.6
E00068916,483,143,29.6,119,24.6,0,0,0,0,24,5,27,5.6,14,2.9,5,1,2,0.4,6,1.2,225,46.6,177,36.6,21,4.3,0,0,3,0.6,24,5,73,15.1,50,10.4,12,2.5,11,2.3,15,3.1,0,0,15,3.1
E00068917,450,86,19.1,44,9.8,0,0,12,2.7,30,6.7,35,7.8,13,2.9,6,1.3,2,0.4,14,3.1,212,47.1,127,28.2,49,10.9,10,2.2,1,0.2,25,5.6,111,24.7,70,15.6,16,3.6,25,5.6,6,1.3,5,1.1,1,0.2
E00068918,472,78,16.5,70,14.8,1,0.2,0,0,7,1.5,23,4.9,7,1.5,4,0.8,8,1.7,4,0.8,322,68.2,254,53.8,45,9.5,1,0.2,3,0.6,19,4,37,7.8,28,5.9,5,1.1,4,0.8,12,2.5,5,1.1,7,1.5
E00068919,518,37,7.1,24,4.6,0,0,0,0,13,2.5,2,0.4,0,0,2,0.4,0,0,0,0,436,84.2,390,75.3,31,6,0,0,0,0,15,2.9,31,6,12,2.3,8,1.5,11,2.1,12,2.3,10,1.9,2,0.4
E00068920,468,62,13.2,34,7.3,2,0.4,0,0,26,5.6,14,3,4,0.9,0,0,6,1.3,4,0.9,336,71.8,264,56.4,45,9.6,0,0,0,0,27,5.8,27,5.8,13,2.8,7,1.5,7,1.5,29,6.2,26,5.6,3,0.6
E00068921,448,137,30.6,109,24.3,1,0.2,1,0.2,26,5.8,14,3.1,6,1.3,0,0,8,1.8,0,0,238,53.1,205,45.8,11,2.5,5,1.1,0,0,17,3.8,36,8,17,3.8,10,2.2,9,2,23,5.1,2,0.4,21,4.7
E00068922,376,171,45.5,164,43.6,0,0,0,0,7,1.9,15,4,12,3.2,0,0,0,0,3,0.8,153,40.7,96,25.5,18,4.8,6,1.6,0,0,33,8.8,36,9.6,20,5.3,9,2.4,7,1.9,1,0.3,0,0,1,0.3
E00068923,453,48,10.6,42,9.3,4,0.9,0,0,2,0.4,24,5.3,1,0.2,2,0.4,8,1.8,13,2.9,328,72.4,258,57,24,5.3,9,2,0,0,37,8.2,41,9.1,33,7.3,6,1.3,2,0.4,12,2.6,3,0.7,9,2
E00068924,294,53,18,34,11.6,3,1,0,0,16,5.4,2,0.7,0,0,0,0,2,0.7,0,0,190,64.6,166,56.5,6,2,5,1.7,0,0,13,4.4,49,16.7,33,11.2,8,2.7,8,2.7,0,0,0,0,0,0
E00068925,242,71,29.3,70,28.9,0,0,0,0,1,0.4,7,2.9,4,1.7,0,0,0,0,3,1.2,141,58.3,121,50,2,0.8,0,0,0,0,18,7.4,20,8.3,2,0.8,15,6.2,3,1.2,3,1.2,1,0.4,2,0.8
E00068926,421,16,3.8,11,2.6,0,0,0,0,5,1.2,4,1,1,0.2,1,0.2,1,0.2,1,0.2,357,84.8,284,67.5,48,11.4,0,0,0,0,25,5.9,29,6.9,23,5.5,0,0,6,1.4,15,3.6,10,2.4,5,1.2
E00068927,449,30,6.7,28,6.2,2,0.4,0,0,0,0,16,3.6,9,2,4,0.9,2,0.4,1,0.2,364,81.1,328,73.1,14,3.1,2,0.4,0,0,20,4.5,31,6.9,15,3.3,12,2.7,4,0.9,8,1.8,1,0.2,7,1.6
E00068928,449,42,9.4,26,5.8,3,0.7,0,0,13,2.9,8,1.8,4,0.9,0,0,1,0.2,3,0.7,365,81.3,347,77.3,6,1.3,6,1.3,0,0,6,1.3,9,2,4,0.9,3,0.7,2,0.4,25,5.6,16,3.6,9,2
E00068929,477,251,52.6,230,48.2,2,0.4,1,0.2,18,3.8,16,3.4,8,1.7,0,0,2,0.4,6,1.3,111,23.3,78,16.4,9,1.9,3,0.6,0,0,21,4.4,91,19.1,49,10.3,12,2.5,30,6.3,8,1.7,1,0.2,7,1.5
E00068930,490,220,44.9,212,43.3,1,0.2,0,0,7,1.4,18,3.7,6,1.2,4,0.8,6,1.2,2,0.4,174,35.5,135,27.6,31,6.3,1,0.2,0,0,7,1.4,66,13.5,24,4.9,21,4.3,21,4.3,12,2.4,0,0,12,2.4
E00068931,362,209,57.7,201,55.5,3,0.8,0,0,5,1.4,18,5,6,1.7,4,1.1,2,0.6,6,1.7,105,29,79,21.8,21,5.8,0,0,0,0,5,1.4,30,8.3,24,6.6,3,0.8,3,0.8,0,0,0,0,0,0
E00068932,366,190,51.9,172,47,8,2.2,0,0,10,2.7,4,1.1,4,1.1,0,0,0,0,0,0,128,35,84,23,11,3,8,2.2,0,0,25,6.8,35,9.6,15,4.1,20,5.5,0,0,9,2.5,0,0,9,2.5
E00068933,371,78,21,61,16.4,0,0,0,0,17,4.6,13,3.5,3,0.8,0,0,4,1.1,6,1.6,250,67.4,197,53.1,18,4.9,0,0,1,0.3,34,9.2,27,7.3,17,4.6,4,1.1,6,1.6,3,0.8,0,0,3,0.8
E00068934,304,147,48.4,130,42.8,6,2,0,0,11,3.6,11,3.6,6,2,0,0,3,1,2,0.7,96,31.6,62,20.4,20,6.6,0,0,0,0,14,4.6,15,4.9,4,1.3,6,2,5,1.6,35,11.5,3,1,32,10.5
E00068935,455,215,47.3,194,42.6,0,0,0,0,21,4.6,28,6.2,15,3.3,1,0.2,9,2,3,0.7,159,34.9,122,26.8,7,1.5,14,3.1,1,0.2,15,3.3,51,11.2,25,5.5,25,5.5,1,0.2,2,0.4,0,0,2,0.4
E00068936,465,93,20,71,15.3,2,0.4,1,0.2,19,4.1,29,6.2,11,2.4,0,0,8,1.7,10,2.2,214,46,182,39.1,20,4.3,0,0,0,0,12,2.6,110,23.7,67,14.4,9,1.9,34,7.3,19,4.1,1,0.2,18,3.9
E00068937,387,196,50.6,181,46.8,5,1.3,0,0,10,2.6,27,7,11,2.8,0,0,6,1.6,10,2.6,121,31.3,89,23,0,0,4,1,8,2.1,20,5.2,23,5.9,2,0.5,17,4.4,4,1,20,5.2,8,2.1,12,3.1
E00068938,363,159,43.8,140,38.6,4,1.1,0,0,15,4.1,29,8,21,5.8,1,0.3,3,0.8,4,1.1,141,38.8,101,27.8,14,3.9,18,5,2,0.6,6,1.7,23,6.3,5,1.4,9,2.5,9,2.5,11,3,2,0.6,9,2.5
E00068939,342,138,40.4,132,38.6,1,0.3,0,0,5,1.5,15,4.4,8,2.3,1,0.3,5,1.5,1,0.3,154,45,113,33,18,5.3,4,1.2,0,0,19,5.6,35,10.2,21,6.1,8,2.3,6,1.8,0,0,0,0,0,0
E00068940,352,158,44.9,138,39.2,11,3.1,0,0,9,2.6,44,12.5,20,5.7,0,0,23,6.5,1,0.3,106,30.1,73,20.7,11,3.1,6,1.7,0,0,16,4.5,33,9.4,26,7.4,5,1.4,2,0.6,11,3.1,2,0.6,9,2.6
E00068941,403,60,14.9,45,11.2,1,0.2,6,1.5,8,2,18,4.5,10,2.5,5,1.2,2,0.5,1,0.2,289,71.7,203,50.4,47,11.7,4,1,1,0.2,34,8.4,22,5.5,18,4.5,0,0,4,1,14,3.5,0,0,14,3.5
E00068942,399,103,25.8,74,18.5,0,0,7,1.8,22,5.5,21,5.3,5,1.3,0,0,7,1.8,9,2.3,220,55.1,169,42.4,21,5.3,0,0,4,1,26,6.5,48,12,25,6.3,8,2,15,3.8,7,1.8,1,0.3,6,1.5
E00068943,434,121,27.9,109,25.1,1,0.2,0,0,11,2.5,14,3.2,6,1.4,0,0,4,0.9,4,0.9,214,49.3,120,27.6,40,9.2,0,0,1,0.2,53,12.2,37,8.5,30,6.9,1,0.2,6,1.4,48,11.1,3,0.7,45,10.4
E00068944,491,82,16.7,63,12.8,3,0.6,0,0,16,3.3,18,3.7,10,2,3,0.6,4,0.8,1,0.2,305,62.1,227,46.2,54,11,0,0,0,0,24,4.9,65,13.2,41,8.4,19,3.9,5,1,21,4.3,3,0.6,18,3.7
E00068945,417,20,4.8,17,4.1,0,0,0,0,3,0.7,11,2.6,5,1.2,0,0,1,0.2,5,1.2,379,90.9,319,76.5,31,7.4,2,0.5,0,0,27,6.5,1,0.2,0,0,1,0.2,0,0,6,1.4,3,0.7,3,0.7
E00068946,257,56,21.8,50,19.5,2,0.8,0,0,4,1.6,23,8.9,12,4.7,6,2.3,3,1.2,2,0.8,107,41.6,82,31.9,8,3.1,0,0,0,0,17,6.6,57,22.2,19,7.4,27,10.5,11,4.3,14,5.4,1,0.4,13,5.1
E00068947,402,47,11.7,38,9.5,1,0.2,0,0,8,2,10,2.5,4,1,0,0,5,1.2,1,0.2,313,77.9,251,62.4,35,8.7,3,0.7,0,0,24,6,16,4,13,3.2,3,0.7,0,0,16,4,5,1.2,11,2.7
E00068948,503,176,35,133,26.4,6,1.2,0,0,37,7.4,34,6.8,13,2.6,6,1.2,5,1,10,2,230,45.7,164,32.6,22,4.4,10,2,0,0,34,6.8,34,6.8,15,3,10,2,9,1.8,29,5.8,5,1,24,4.8
E00068949,520,90,17.3,68,13.1,0,0,0,0,22,4.2,10,1.9,1,0.2,4,0.8,2,0.4,3,0.6,362,69.6,293,56.3,33,6.3,17,3.3,3,0.6,16,3.1,41,7.9,33,6.3,5,1,3,0.6,17,3.3,8,1.5,9,1.7
E00068950,316,38,12,31,9.8,1,0.3,3,0.9,3,0.9,11,3.5,4,1.3,1,0.3,3,0.9,3,0.9,249,78.8,230,72.8,11,3.5,4,1.3,4,1.3,0,0,13,4.1,1,0.3,7,2.2,5,1.6,5,1.6,0,0,5,1.6
E00068952,319,73,22.9,66,20.7,6,1.9,0,0,1,0.3,7,2.2,2,0.6,3,0.9,2,0.6,0,0,184,57.7,142,44.5,17,5.3,10,3.1,1,0.3,14,4.4,32,10,23,7.2,7,2.2,2,0.6,23,7.2,8,2.5,15,4.7
E00068953,442,213,48.2,167,37.8,7,1.6,0,0,39,8.8,40,9,18,4.1,10,2.3,9,2,3,0.7,143,32.4,79,17.9,14,3.2,7,1.6,3,0.7,40,9,38,8.6,8,1.8,27,6.1,3,0.7,8,1.8,0,0,8,1.8
E00068954,409,64,15.6,56,13.7,1,0.2,0,0,7,1.7,8,2,3,0.7,2,0.5,3,0.7,0,0,281,68.7,235,57.5,20,4.9,5,1.2,0,0,21,5.1,27,6.6,19,4.6,7,1.7,1,0.2,29,7.1,4,1,25,6.1
E00068956,411,90,21.9,83,20.2,3,0.7,3,0.7,1,0.2,13,3.2,0,0,0,0,7,1.7,6,1.5,263,64,219,53.3,7,1.7,0,0,2,0.5,35,8.5,23,5.6,5,1.2,11,2.7,7,1.7,22,5.4,6,1.5,16,3.9
E00068957,320,136,42.5,123,38.4,6,1.9,0,0,7,2.2,18,5.6,11,3.4,0,0,1,0.3,6,1.9,103,32.2,83,25.9,2,0.6,5,1.6,0,0,13,4.1,58,18.1,17,5.3,39,12.2,2,0.6,5,1.6,0,0,5,1.6
E00068958,555,38,6.8,27,4.9,0,0,0,0,11,2,10,1.8,1,0.2,0,0,6,1.1,3,0.5,477,85.9,446,80.4,14,2.5,1,0.2,0,0,16,2.9,7,1.3,4,0.7,2,0.4,1,0.2,23,4.1,1,0.2,22,4
E00068959,332,110,33.1,95,28.6,8,2.4,0,0,7,2.1,12,3.6,4,1.2,0,0,2,0.6,6,1.8,149,44.9,109,32.8,15,4.5,4,1.2,0,0,21,6.3,59,17.8,36,10.8,14,4.2,9,2.7,2,0.6,1,0.3,1,0.3
E00068960,283,38,13.4,22,7.8,2,0.7,0,0,14,4.9,6,2.1,0,0,0,0,5,1.8,1,0.4,228,80.6,191,67.5,26,9.2,0,0,0,0,11,3.9,5,1.8,5,1.8,0,0,0,0,6,2.1,5,1.8,1,0.4
E00068962,198,77,38.9,74,37.4,0,0,0,0,3,1.5,10,5.1,6,3,0,0,4,2,0,0,82,41.4,53,26.8,8,4,5,2.5,0,0,16,8.1,19,9.6,7,3.5,11,5.6,1,0.5,10,5.1,0,0,10,5.1
E00068963,545,41,7.5,37,6.8,0,0,0,0,4,0.7,18,3.3,10,1.8,0,0,6,1.1,2,0.4,437,80.2,396,72.7,17,3.1,6,1.1,0,0,18,3.3,34,6.2,20,3.7,9,1.7,5,0.9,15,2.8,0,0,15,2.8
E00068964,323,85,26.3,72,22.3,5,1.5,0,0,8,2.5,29,9,12,3.7,2,0.6,11,3.4,4,1.2,148,45.8,101,31.3,15,4.6,0,0,5,1.5,27,8.4,44,13.6,32,9.9,6,1.9,6,1.9,17,5.3,5,1.5,12,3.7
E00068965,327,27,8.3,22,6.7,1,0.3,0,0,4,1.2,2,0.6,0,0,1,0.3,0,0,1,0.3,276,84.4,224,68.5,33,10.1,5,1.5,3,0.9,11,3.4,12,3.7,0,0,4,1.2,8,2.4,10,3.1,0,0,10,3.1
E00068966,403,17,4.2,10,2.5,1,0.2,0,0,6,1.5,9,2.2,1,0.2,0,0,5,1.2,3,0.7,340,84.4,285,70.7,24,6,6,1.5,2,0.5,23,5.7,15,3.7,12,3,3,0.7,0,0,22,5.5,2,0.5,20,5
E00068967,292,114,39,94,32.2,4,1.4,1,0.3,15,5.1,13,4.5,7,2.4,0,0,5,1.7,1,0.3,147,50.3,119,40.8,17,5.8,4,1.4,1,0.3,6,2.1,6,2.1,0,0,6,2.1,0,0,12,4.1,9,3.1,3,1
E00068968,381,12,3.1,11,2.9,1,0.3,0,0,0,0,7,1.8,0,0,1,0.3,6,1.6,0,0,341,89.5,312,81.9,12,3.1,4,1,0,0,13,3.4,11,2.9,7,1.8,0,0,4,1,10,2.6,8,2.1,2,0.5
E00068969,304,72,23.7,63,20.7,7,2.3,0,0,2,0.7,21,6.9,15,4.9,0,0,5,1.6,1,0.3,170,55.9,104,34.2,33,10.9,6,2,2,0.7,25,8.2,37,12.2,22,7.2,9,3,6,2,4,1.3,1,0.3,3,1
E00068970,308,31,10.1,17,5.5,1,0.3,0,0,13,4.2,9,2.9,1,0.3,0,0,7,2.3,1,0.3,237,76.9,179,58.1,8,2.6,11,3.6,0,0,39,12.7,11,3.6,5,1.6,4,1.3,2,0.6,20,6.5,8,2.6,12,3.9
E00068971,275,60,21.8,51,18.5,0,0,0,0,9,3.3,7,2.5,1,0.4,1,0.4,2,0.7,3,1.1,172,62.5,139,50.5,11,4,12,4.4,0,0,10,3.6,26,9.5,17,6.2,4,1.5,5,1.8,10,3.6,4,1.5,6,2.2
E00068972,359,23,6.4,3,0.8,0,0,0,0,20,5.6,14,3.9,1,0.3,7,1.9,3,0.8,3,0.8,289,80.5,252,70.2,8,2.2,8,2.2,2,0.6,19,5.3,10,2.8,9,2.5,1,0.3,0,0,23,6.4,22,6.1,1,0.3
E00068973,392,139,35.5,129,32.9,3,0.8,0,0,7,1.8,20,5.1,15,3.8,0,0,1,0.3,4,1,192,49,162,41.3,14,3.6,0,0,0,0,16,4.1,41,10.5,21,5.4,17,4.3,3,0.8,0,0,0,0,0,0
E00068974,290,5,1.7,5,1.7,0,0,0,0,0,0,1,0.3,0,0,0,0,0,0,1,0.3,250,86.2,232,80,9,3.1,0,0,0,0,9,3.1,19,6.6,8,2.8,5,1.7,6,2.1,15,5.2,0,0,15,5.2
E00068975,319,114,35.7,93,29.2,9,2.8,0,0,12,3.8,8,2.5,5,1.6,2,0.6,0,0,1,0.3,158,49.5,110,34.5,19,6,1,0.3,0,0,28,8.8,28,8.8,10,3.1,14,4.4,4,1.3,11,3.4,2,0.6,9,2.8
E00068976,191,78,40.8,74,38.7,0,0,0,0,4,2.1,4,2.1,2,1,0,0,2,1,0,0,75,39.3,50,26.2,6,3.1,0,0,0,0,19,9.9,30,15.7,12,6.3,15,7.9,3,1.6,4,2.1,3,1.6,1,0.5
E00068977,347,23,6.6,12,3.5,0,0,5,1.4,6,1.7,1,0.3,1,0.3,0,0,0,0,0,0,273,78.7,221,63.7,14,4,0,0,0,0,38,11,17,4.9,8,2.3,2,0.6,7,2,33,9.5,0,0,33,9.5
E00068978,348,32,9.2,19,5.5,0,0,0,0,13,3.7,1,0.3,0,0,0,0,0,0,1,0.3,273,78.4,219,62.9,19,5.5,0,0,0,0,35,10.1,13,3.7,1,0.3,0,0,12,3.4,29,8.3,0,0,29,8.3
E00068979,318,13,4.1,10,3.1,0,0,0,0,3,0.9,9,2.8,0,0,1,0.3,7,2.2,1,0.3,282,88.7,241,75.8,6,1.9,12,3.8,0,0,23,7.2,1,0.3,1,0.3,0,0,0,0,13,4.1,0,0,13,4.1
E00068980,321,29,9,21,6.5,0,0,0,0,8,2.5,5,1.6,1,0.3,2,0.6,1,0.3,1,0.3,243,75.7,204,63.6,15,4.7,2,0.6,1,0.3,21,6.5,20,6.2,6,1.9,14,4.4,0,0,24,7.5,5,1.6,19,5.9
E00068981,380,150,39.5,136,35.8,1,0.3,0,0,13,3.4,26,6.8,12,3.2,0,0,5,1.3,9,2.4,174,45.8,135,35.5,14,3.7,0,0,2,0.5,23,6.1,26,6.8,4,1.1,22,5.8,0,0,4,1.1,1,0.3,3,0.8
E00068982,232,99,42.7,89,38.4,2,0.9,0,0,8,3.4,14,6,5,2.2,0,0,7,3,2,0.9,100,43.1,81,34.9,3,1.3,0,0,0,0,16,6.9,12,5.2,6,2.6,5,2.2,1,0.4,7,3,1,0.4,6,2.6
E00068983,348,125,35.9,116,33.3,1,0.3,0,0,8,2.3,21,6,3,0.9,3,0.9,9,2.6,6,1.7,116,33.3,101,29,2,0.6,2,0.6,0,0,11,3.2,72,20.7,50,14.4,16,4.6,6,1.7,14,4,5,1.4,9,2.6
E00068984,329,91,27.7,84,25.5,4,1.2,0,0,3,0.9,13,4,1,0.3,0,0,10,3,2,0.6,207,62.9,156,47.4,11,3.3,12,3.6,2,0.6,26,7.9,13,4,9,2.7,1,0.3,3,0.9,5,1.5,0,0,5,1.5
E00068985,389,155,39.8,134,34.4,10,2.6,0,0,11,2.8,5,1.3,1,0.3,2,0.5,1,0.3,1,0.3,221,56.8,177,45.5,22,5.7,6,1.5,0,0,16,4.1,3,0.8,1,0.3,1,0.3,1,0.3,5,1.3,1,0.3,4,1
